developer,release_year,items_count,items_count_free,free_percent,look_developer
SolarLance,2017.0,1,0.0,0.0,solarlance
SolarLune Games,2017.0,1,0.0,0.0,solarlunegames
Soldak Entertainment,2007.0,1,0.0,0.0,soldakentertainment
Soldak Entertainment,2010.0,1,0.0,0.0,soldakentertainment
Soldak Entertainment,2011.0,1,0.0,0.0,soldakentertainment
Soldak Entertainment,2012.0,1,0.0,0.0,soldakentertainment
Soldak Entertainment,2013.0,1,0.0,0.0,soldakentertainment
Soldak Entertainment,2016.0,1,0.0,0.0,soldakentertainment
Soldak Entertainment,2017.0,1,0.0,0.0,soldakentertainment
Solecismic Software,2014.0,1,0.0,0.0,solecismicsoftware
Solecismic Software,2016.0,1,0.0,0.0,solecismicsoftware
Solest Games,2015.0,2,0.0,0.0,solestgames
Solid Core,2017.0,1,0.0,0.0,solidcore
Solid Eight Studios,2016.0,1,0.0,0.0,solideightstudios
Solid Patterns,2017.0,1,1.0,100.0,solidpatterns
"SolidFace Technology Inc.,Oscar L.",2014.0,1,0.0,0.0,"solidfacetechnologyinc.,oscarl."
Solo Instinct,2015.0,1,0.0,0.0,soloinstinct
Solomakha Taras,2017.0,2,0.0,0.0,solomakhataras
"Soloweb Studios,Ravens Eye Studio",2015.0,1,0.0,0.0,"solowebstudios,ravenseyestudio"
Solved,2016.0,2,0.0,0.0,solved
Soma Games,2016.0,1,0.0,0.0,somagames
Soma Games,2017.0,1,0.0,0.0,somagames
SomaSim,2014.0,2,0.0,0.0,somasim
SomaSim,2016.0,1,0.0,0.0,somasim
SomaSim,2017.0,3,0.0,0.0,somasim
Somber Dawn Studios,2017.0,1,0.0,0.0,somberdawnstudios
Sombr Studio,2017.0,2,0.0,0.0,sombrstudio
Sombrero Way Studio,2017.0,1,0.0,0.0,sombrerowaystudio
Some-Fish,2016.0,1,0.0,0.0,some-fish
Something Classic Games LLC,2017.0,3,0.0,0.0,somethingclassicgamesllc
Sometimes You,2015.0,4,0.0,0.0,sometimesyou
Sometimes You,2016.0,6,0.0,0.0,sometimesyou
Somi,2014.0,1,0.0,0.0,somi
Somi,2015.0,1,0.0,0.0,somi
Somi,2016.0,1,0.0,0.0,somi
Sonalysts,1997.0,1,0.0,0.0,sonalysts
Sonalysts,1999.0,1,0.0,0.0,sonalysts
Sonalysts,2001.0,1,0.0,0.0,sonalysts
Sonalysts,2006.0,1,0.0,0.0,sonalysts
Sonalysts Combat Simulations,2014.0,1,0.0,0.0,sonalystscombatsimulations
Sonera Game Studio,2017.0,1,0.0,0.0,soneragamestudio
Songquito UG,2013.0,1,0.0,0.0,songquitoug
Sonic Boom Games,2010.0,5,0.0,0.0,sonicboomgames
Sonic Sloth,2015.0,1,0.0,0.0,sonicsloth
Sonic Team,2015.0,1,0.0,0.0,sonicteam
"Sonic Team,Hardlight",2017.0,7,3.0,42.86,"sonicteam,hardlight"
SonicPicnic,2016.0,1,0.0,0.0,sonicpicnic
Sophie Houlden,2014.0,1,0.0,0.0,sophiehoulden
Sorath,2016.0,1,0.0,0.0,sorath
Sorcererstudios,2017.0,1,0.0,0.0,sorcererstudios
Sortasoft LLC,2017.0,1,0.0,0.0,sortasoftllc
Sos,2012.0,1,0.0,0.0,sos
Soul Catapult,2015.0,1,0.0,0.0,soulcatapult
Soul Catapult,2016.0,2,0.0,0.0,soulcatapult
Soul Forge,2015.0,1,0.0,0.0,soulforge
Soulid Studio,2013.0,1,0.0,0.0,soulidstudio
SoundStage13,2017.0,1,0.0,0.0,soundstage13
Source Studio Ltd.,2010.0,1,0.0,0.0,sourcestudioltd.
Sourena Game Studio,2014.0,1,0.0,0.0,sourenagamestudio
Sourena Game Studio,2016.0,1,0.0,0.0,sourenagamestudio
South East Games,2014.0,1,0.0,0.0,southeastgames
South East Games,2015.0,1,0.0,0.0,southeastgames
Southend,2013.0,2,0.0,0.0,southend
Soverance Studios,2017.0,1,0.0,0.0,soverancestudios
Soviet Games,2014.0,1,1.0,100.0,sovietgames
Soviet Games,2018.0,1,0.0,0.0,sovietgames
Space Boat Studios,2015.0,1,0.0,0.0,spaceboatstudios
Space Budgie,2013.0,1,0.0,0.0,spacebudgie
Space Budgie,2016.0,1,0.0,0.0,spacebudgie
Space Bullet Dynamics Corporation,2013.0,1,0.0,0.0,spacebulletdynamicscorporation
Space Cat Studios,2015.0,1,0.0,0.0,spacecatstudios
"Space Cat Studios,SnowFlame,Back To Basics Gaming",2015.0,1,0.0,0.0,"spacecatstudios,snowflame,backtobasicsgaming"
Space Fractal,2016.0,1,0.0,0.0,spacefractal
Space Fractal,2017.0,2,0.0,0.0,spacefractal
"Space Fractal,TempleTiger",2016.0,2,0.0,0.0,"spacefractal,templetiger"
Space Lizard Studio LTD,2016.0,2,0.0,0.0,spacelizardstudioltd
Space Monkey International,2015.0,4,0.0,0.0,spacemonkeyinternational
Space Monkey International,2016.0,1,0.0,0.0,spacemonkeyinternational
Space Wedgie,2015.0,1,0.0,0.0,spacewedgie
Space Wedgie,2016.0,2,0.0,0.0,spacewedgie
Spaceboy Games,2017.0,2,0.0,0.0,spaceboygames
Spacelight Studio,2017.0,1,0.0,0.0,spacelightstudio
Spaces of Play,2012.0,1,0.0,0.0,spacesofplay
Spaces of Play UG,2017.0,2,0.0,0.0,spacesofplayug
Spacevb Studio,2017.0,1,0.0,0.0,spacevbstudio
Spark Plug Games,2015.0,1,1.0,100.0,sparkpluggames
Spark Plug Games,2016.0,2,0.0,0.0,sparkpluggames
"Spark Plug Games, LLC",2016.0,1,0.0,0.0,"sparkpluggames,llc"
Spark Unlimited,2013.0,6,0.0,0.0,sparkunlimited
"Spark Unlimited,comcept Inc.,Team NINJA",2014.0,1,0.0,0.0,"sparkunlimited,comceptinc.,teamninja"
SparkLightGames,2017.0,1,0.0,0.0,sparklightgames
Sparkypants Studios LLC,2017.0,2,1.0,50.0,sparkypantsstudiosllc
"Sparpweed,Codeglue",2014.0,1,0.0,0.0,"sparpweed,codeglue"
Spasman Games,2014.0,1,1.0,100.0,spasmangames
Spasman Games,2015.0,1,0.0,0.0,spasmangames
Spasman Games,2017.0,2,1.0,50.0,spasmangames
Spearhead Games,2013.0,1,0.0,0.0,spearheadgames
Spearhead Games,2014.0,4,0.0,0.0,spearheadgames
Spearhead Games,2016.0,3,0.0,0.0,spearheadgames
Special Bit,2016.0,1,0.0,0.0,specialbit
Special Bit,2017.0,1,0.0,0.0,specialbit
Special Circumstances,2015.0,1,0.0,0.0,specialcircumstances
Specialbit Studio,2015.0,3,0.0,0.0,specialbitstudio
Specialbit Studio,2017.0,1,0.0,0.0,specialbitstudio
Specter Game Studios,2016.0,1,1.0,100.0,spectergamestudios
Spectral Games,2011.0,1,0.0,0.0,spectralgames
Spectral Games,2015.0,1,0.0,0.0,spectralgames
Spectre EU,2017.0,1,0.0,0.0,spectreeu
Spectrum Games,2016.0,2,0.0,0.0,spectrumgames
Spectrum Games,2017.0,2,0.0,0.0,spectrumgames
Spectrum Holobyte,1987.0,1,0.0,0.0,spectrumholobyte
Spectrum Holobyte,1988.0,1,0.0,0.0,spectrumholobyte
Spectrum Holobyte,1994.0,1,0.0,0.0,spectrumholobyte
Speedy,2017.0,1,0.0,0.0,speedy
Speelbaars,2015.0,2,0.0,0.0,speelbaars
Spelkraft,2016.0,3,0.0,0.0,spelkraft
Spellbind Studios,2016.0,1,0.0,0.0,spellbindstudios
Spellbook,2016.0,1,1.0,100.0,spellbook
Spellbook,2017.0,1,1.0,100.0,spellbook
Spellbound,2001.0,1,0.0,0.0,spellbound
Spellbound,2002.0,1,0.0,0.0,spellbound
Spellbound,2004.0,1,0.0,0.0,spellbound
Spellbound,2006.0,1,0.0,0.0,spellbound
Spellbound,2009.0,1,0.0,0.0,spellbound
Spellbound AG,1998.0,1,0.0,0.0,spellboundag
Spellbound Studios,2010.0,1,0.0,0.0,spellboundstudios
Spellbound Studios,2011.0,1,0.0,0.0,spellboundstudios
"Sperasoft, Inc.",2013.0,3,0.0,0.0,"sperasoft,inc."
"Sphere, Inc.",1989.0,1,0.0,0.0,"sphere,inc."
Spicy Gyro Games,2017.0,2,0.0,0.0,spicygyrogames
Spicy Horse,2014.0,1,1.0,100.0,spicyhorse
Spicy Horse Games,2014.0,17,0.0,0.0,spicyhorsegames
Spicy Horse Games,2015.0,1,1.0,100.0,spicyhorsegames
Spicy Tails,2014.0,1,0.0,0.0,spicytails
Spicy Tails,2015.0,1,0.0,0.0,spicytails
Spicy Tails,2016.0,1,0.0,0.0,spicytails
Spicy Tails,2017.0,1,0.0,0.0,spicytails
Spicyhorse,2014.0,6,0.0,0.0,spicyhorse
Spicyhorse Games,2014.0,1,0.0,0.0,spicyhorsegames
Spider Key Games,2016.0,1,0.0,0.0,spiderkeygames
Spiderling Studios,2015.0,1,0.0,0.0,spiderlingstudios
Spidermonk Entertainment,2009.0,1,0.0,0.0,spidermonkentertainment
Spiders,2013.0,1,0.0,0.0,spiders
Spiders Studio,2014.0,1,0.0,0.0,spidersstudio
Spiderweb Software,2001.0,1,0.0,0.0,spiderwebsoftware
Spiderweb Software,2003.0,1,0.0,0.0,spiderwebsoftware
Spiderweb Software,2005.0,1,0.0,0.0,spiderwebsoftware
Spiderweb Software,2006.0,1,0.0,0.0,spiderwebsoftware
Spiderweb Software,2008.0,2,0.0,0.0,spiderwebsoftware
Spiderweb Software,2011.0,1,0.0,0.0,spiderwebsoftware
Spiderweb Software,2012.0,4,0.0,0.0,spiderwebsoftware
Spiderweb Software,2013.0,1,0.0,0.0,spiderwebsoftware
Spiderweb Software,2015.0,1,0.0,0.0,spiderwebsoftware
Spiderweb Software,2016.0,2,0.0,0.0,spiderwebsoftware
Spiderwork Games,2015.0,2,0.0,0.0,spiderworkgames
Spiderwork Games,2017.0,1,0.0,0.0,spiderworkgames
Spiele-Palast GmbH,2017.0,1,1.0,100.0,spiele-palastgmbh
Spiez,2017.0,1,0.0,0.0,spiez
"Spiff Tune,Nickervision Studios",2016.0,1,1.0,100.0,"spifftune,nickervisionstudios"
"Spike Chunsoft Co., Ltd.",2016.0,7,0.0,0.0,"spikechunsoftco.,ltd."
"Spike Chunsoft Co., Ltd.",2017.0,2,0.0,0.0,"spikechunsoftco.,ltd."
"Spike Chunsoft Co., Ltd.,Abstraction Games",2016.0,2,0.0,0.0,"spikechunsoftco.,ltd.,abstractiongames"
Spike Nail Studio,2017.0,1,0.0,0.0,spikenailstudio
Spike Productions,2017.0,1,0.0,0.0,spikeproductions
Spiky Caterpillar,2009.0,1,0.0,0.0,spikycaterpillar
SpikySnail,2013.0,1,0.0,0.0,spikysnail
SpikySnail,2014.0,1,0.0,0.0,spikysnail
Spilt Milk Studios,2015.0,1,0.0,0.0,spiltmilkstudios
Spilt Milk Studios Ltd,2015.0,1,0.0,0.0,spiltmilkstudiosltd
Spilt Milk Studios Ltd,2016.0,1,0.0,0.0,spiltmilkstudiosltd
Spilt Milk Studios Ltd,2017.0,1,0.0,0.0,spiltmilkstudiosltd
SpinTop Games,2007.0,2,0.0,0.0,spintopgames
SpinTop Games,2008.0,2,0.0,0.0,spintopgames
SpinTop Games,2009.0,3,0.0,0.0,spintopgames
Spinal Games,2017.0,2,0.0,0.0,spinalgames
Splash Damage,2011.0,4,1.0,25.0,splashdamage
Splash Damage,2015.0,1,1.0,100.0,splashdamage
Splash Damage,2017.0,3,0.0,0.0,splashdamage
Splashteam,2017.0,2,0.0,0.0,splashteam
Splatter Squad,2017.0,1,0.0,0.0,splattersquad
"Splendy Interactive,Wales Interactive",2016.0,2,0.0,0.0,"splendyinteractive,walesinteractive"
Spline Games,2009.0,1,0.0,0.0,splinegames
Split Polygon,2015.0,1,0.0,0.0,splitpolygon
"Split Polygon,Curtis Schweitzer",2017.0,1,0.0,0.0,"splitpolygon,curtisschweitzer"
SplitmediaLabs,2012.0,1,1.0,100.0,splitmedialabs
SplitmediaLabs,2016.0,1,0.0,0.0,splitmedialabs
Spooky Cat,2015.0,1,0.0,0.0,spookycat
Spooky Doorway,2017.0,1,0.0,0.0,spookydoorway
"Spooky Doorway,Ben Prunty",2017.0,1,0.0,0.0,"spookydoorway,benprunty"
Spooky Squid Games Inc.,2012.0,2,0.0,0.0,spookysquidgamesinc.
Spooky Star,2015.0,1,0.0,0.0,spookystar
SpookyFish Games,2015.0,1,0.0,0.0,spookyfishgames
Spoony Bard Productions,2017.0,1,0.0,0.0,spoonybardproductions
Sport1 GmbH,2014.0,1,0.0,0.0,sport1gmbh
Sports Interactive,2015.0,1,0.0,0.0,sportsinteractive
Sports Interactive,2016.0,18,0.0,0.0,sportsinteractive
Sports Interactive,2017.0,19,0.0,0.0,sportsinteractive
"Sports Interactive,Creative Assembly,Rovio,Torn Banner,Team 17,Sumo Digital,Bossa,Curve Digital,Hardlight,Spilt Milk Studios Ltd,Modern Dream",2016.0,1,0.0,0.0,"sportsinteractive,creativeassembly,rovio,tornbanner,team17,sumodigital,bossa,curvedigital,hardlight,spiltmilkstudiosltd,moderndream"
"Sports Mogul, Inc.",2013.0,1,0.0,0.0,"sportsmogul,inc."
"Sports Mogul, Inc.",2014.0,3,0.0,0.0,"sportsmogul,inc."
"Sports Mogul, Inc.",2015.0,1,0.0,0.0,"sportsmogul,inc."
"Sports Mogul, Inc.",2017.0,2,0.0,0.0,"sportsmogul,inc."
Spotted Zebra Software LLC,2017.0,2,0.0,0.0,spottedzebrasoftwarellc
Spread Shot Studios LLC,2017.0,1,0.0,0.0,spreadshotstudiosllc
Springloaded,2016.0,3,1.0,33.33,springloaded
Spritewrench,2015.0,1,0.0,0.0,spritewrench
Sproing,2014.0,4,0.0,0.0,sproing
Sproing,2017.0,1,0.0,0.0,sproing
"Sproing,Neopica",2017.0,1,0.0,0.0,"sproing,neopica"
Spry Fox LLC,2012.0,1,0.0,0.0,spryfoxllc
Spry Fox LLC,2014.0,1,0.0,0.0,spryfoxllc
Spry Fox LLC,2017.0,1,0.0,0.0,spryfoxllc
Spydersoft,2017.0,2,0.0,0.0,spydersoft
Spytihněv,2017.0,1,0.0,0.0,spytihněv
Squad,2015.0,1,0.0,0.0,squad
Square Enix,2009.0,2,0.0,0.0,squareenix
Square Enix,2013.0,4,0.0,0.0,squareenix
Square Enix,2014.0,5,0.0,0.0,squareenix
Square Enix,2015.0,5,0.0,0.0,squareenix
Square Enix,2016.0,2,0.0,0.0,squareenix
Square Enix,2017.0,5,1.0,20.0,squareenix
Square Enix Montréal,2016.0,2,0.0,0.0,squareenixmontréal
"Square Enix,ArtePiazza",2017.0,1,0.0,0.0,"squareenix,artepiazza"
"Square Enix,DotEmu SAS.",2014.0,1,0.0,0.0,"squareenix,dotemusas."
"Square Enix,KOEI TECMO GAMES CO., LTD.",2017.0,1,0.0,0.0,"squareenix,koeitecmogamesco.,ltd."
"Square Enix,PopCap Games, Inc.",2009.0,1,0.0,0.0,"squareenix,popcapgames,inc."
"Square Enix,tri-Ace",2017.0,1,0.0,0.0,"squareenix,tri-ace"
Squatting Penguins,2015.0,1,0.0,0.0,squattingpenguins
Squeaky Wheel,2016.0,1,0.0,0.0,squeakywheel
Squeaky Wheel Studio Inc,2017.0,1,0.0,0.0,squeakywheelstudioinc
Squid In A Box Ltd,2014.0,1,0.0,0.0,squidinaboxltd
Squid In A Box Ltd,2015.0,1,0.0,0.0,squidinaboxltd
Squiddershins,2015.0,2,0.0,0.0,squiddershins
Squinkifer Productions,2014.0,1,0.0,0.0,squinkiferproductions
Squinky and the Squinkettes,2014.0,1,0.0,0.0,squinkyandthesquinkettes
Squirrelbot Games,2015.0,1,0.0,0.0,squirrelbotgames
Squish Studios LLC,2017.0,1,0.0,0.0,squishstudiosllc
St. Michael's Girls School,2015.0,1,0.0,0.0,st.michael'sgirlsschool
Stage 2 Studios,2014.0,1,0.0,0.0,stage2studios
Stage Clear Studios,2014.0,1,0.0,0.0,stageclearstudios
Stage Clear Studios,2017.0,1,0.0,0.0,stageclearstudios
Stained Glass Llama,2016.0,1,0.0,0.0,stainedglassllama
Stainless Games,2011.0,1,0.0,0.0,stainlessgames
Stainless Games,2012.0,42,0.0,0.0,stainlessgames
Stainless Games,2013.0,45,0.0,0.0,stainlessgames
Stainless Games,2014.0,7,0.0,0.0,stainlessgames
Stainless Games Ltd,1997.0,1,0.0,0.0,stainlessgamesltd
Stainless Games Ltd,1998.0,1,0.0,0.0,stainlessgamesltd
Stainless Games Ltd,2011.0,5,0.0,0.0,stainlessgamesltd
Stainless Games Ltd,2012.0,1,0.0,0.0,stainlessgamesltd
Stainless Games Ltd,2016.0,1,0.0,0.0,stainlessgamesltd
Stainless Games Ltd.,2015.0,1,1.0,100.0,stainlessgamesltd.
Stainless games,2014.0,2,0.0,0.0,stainlessgames
Stairfall Institute,2017.0,1,0.0,0.0,stairfallinstitute
"Stairport Sceneries,Maps2XPlane",2017.0,1,0.0,0.0,"stairportsceneries,maps2xplane"
StalkerAlex,2016.0,1,0.0,0.0,stalkeralex
StalkerAlex,2017.0,2,0.0,0.0,stalkeralex
StalkerAlex..,2017.0,1,0.0,0.0,stalkeralex..
Stamina-Games,2015.0,1,0.0,0.0,stamina-games
Standby,2017.0,1,0.0,0.0,standby
"Standing Stone Games, LLC",2012.0,3,2.0,66.67,"standingstonegames,llc"
"Standing Stone Games, LLC",2013.0,2,0.0,0.0,"standingstonegames,llc"
Stanislaw Truchowski,2017.0,1,0.0,0.0,stanislawtruchowski
Stanton DJ,2016.0,1,1.0,100.0,stantondj
Star Drifters,2017.0,1,0.0,0.0,stardrifters
Star Gem Inc.,2013.0,7,1.0,14.29,stargeminc.
Star Gem Inc.,2015.0,7,0.0,0.0,stargeminc.
Star Legion,2017.0,2,0.0,0.0,starlegion
Star Maid Games,2015.0,2,0.0,0.0,starmaidgames
Star Maid Games,2017.0,1,0.0,0.0,starmaidgames
Star Vault AB,2015.0,1,1.0,100.0,starvaultab
StarBlade,2017.0,1,0.0,0.0,starblade
StarQuail Games,2013.0,1,0.0,0.0,starquailgames
StarSystemStudios™,2016.0,1,0.0,0.0,starsystemstudios™
StarSystemStudios™,2017.0,2,0.0,0.0,starsystemstudios™
"StarSystemStudios™,Jaryd Brad Spann",2016.0,2,0.0,0.0,"starsystemstudios™,jarydbradspann"
"StarSystemStudios™,Jaryd Brad Spann",2017.0,1,0.0,0.0,"starsystemstudios™,jarydbradspann"
StarWraith 3D Games LLC,2012.0,1,0.0,0.0,starwraith3dgamesllc
StarWraith 3D Games LLC,2016.0,1,0.0,0.0,starwraith3dgamesllc
Starbreeze,2003.0,1,0.0,0.0,starbreeze
Starbreeze Studios AB,2013.0,1,0.0,0.0,starbreezestudiosab
Stardale Studio,2016.0,1,0.0,0.0,stardalestudio
Stardock,2017.0,3,0.0,0.0,stardock
Stardock Entertainment,2001.0,1,0.0,0.0,stardockentertainment
Stardock Entertainment,2011.0,1,0.0,0.0,stardockentertainment
Stardock Entertainment,2012.0,1,0.0,0.0,stardockentertainment
Stardock Entertainment,2013.0,5,0.0,0.0,stardockentertainment
Stardock Entertainment,2014.0,3,0.0,0.0,stardockentertainment
Stardock Entertainment,2015.0,6,1.0,16.67,stardockentertainment
Stardock Entertainment,2016.0,8,1.0,12.5,stardockentertainment
Stardock Entertainment,2017.0,2,0.0,0.0,stardockentertainment
"Stardock Entertainment,Oxide Games",2016.0,1,0.0,0.0,"stardockentertainment,oxidegames"
"Stardock Entertainment,Oxide Games",2017.0,9,2.0,22.22,"stardockentertainment,oxidegames"
Stardog Games,2017.0,1,0.0,0.0,stardoggames
Starfish-SD Inc,2014.0,1,0.0,0.0,starfish-sdinc
"Starfish-SD Inc,mebius",2017.0,1,0.0,0.0,"starfish-sdinc,mebius"
Starlight Productions,2017.0,1,0.0,0.0,starlightproductions
Starlight Studios,2017.0,2,0.0,0.0,starlightstudios
"Starloop Studios SL,Kukouri",2017.0,1,0.0,0.0,"starloopstudiossl,kukouri"
Starodymov,2016.0,4,2.0,50.0,starodymov
Starodymov,2017.0,5,0.0,0.0,starodymov
"StartUp Studios,Mike Troup",2016.0,1,0.0,0.0,"startupstudios,miketroup"
Startreming,2015.0,1,0.0,0.0,startreming
Startreming,2017.0,1,0.0,0.0,startreming
Starwind Games,2016.0,2,0.0,0.0,starwindgames
Starwind Games,2017.0,1,0.0,0.0,starwindgames
StarworkGC,2016.0,1,0.0,0.0,starworkgc
StarworkGC,2017.0,1,0.0,0.0,starworkgc
Stas Shostak,2017.0,2,0.0,0.0,stasshostak
State of Play Games,2011.0,1,0.0,0.0,stateofplaygames
State of Play Games,2014.0,2,0.0,0.0,stateofplaygames
State of Play Games,2015.0,1,0.0,0.0,stateofplaygames
Stately Snail,2015.0,1,0.0,0.0,statelysnail
Stately Snail,2016.0,1,0.0,0.0,statelysnail
Static City Games,2017.0,2,0.0,0.0,staticcitygames
Static Dreams,2016.0,2,0.0,0.0,staticdreams
Statto Software,2017.0,1,0.0,0.0,stattosoftware
StaudSoft,2014.0,2,0.0,0.0,staudsoft
"Ste Curran,Twistplay",2016.0,1,0.0,0.0,"stecurran,twistplay"
Steedie,2017.0,1,0.0,0.0,steedie
Steel Fox,2018.0,1,0.0,0.0,steelfox
Steel Monkeys,2011.0,2,0.0,0.0,steelmonkeys
Steel Monkeys,2015.0,3,0.0,0.0,steelmonkeys
Steel Studio,2016.0,1,0.0,0.0,steelstudio
Steel Wool Games,2014.0,1,0.0,0.0,steelwoolgames
Steel Wool Studios,2016.0,1,0.0,0.0,steelwoolstudios
SteelRaven7,2017.0,1,0.0,0.0,steelraven7
Stefan Fleischer,2017.0,1,0.0,0.0,stefanfleischer
"Stefan Kraus,Timo Armbruster",2014.0,1,0.0,0.0,"stefankraus,timoarmbruster"
Stefan Preuss,2017.0,1,0.0,0.0,stefanpreuss
Stegalosaurus Game Development,2016.0,7,2.0,28.57,stegalosaurusgamedevelopment
Stegalosaurus Game Development,2017.0,14,0.0,0.0,stegalosaurusgamedevelopment
Stegalosaurus Game Development,2018.0,1,0.0,0.0,stegalosaurusgamedevelopment
Stegersaurus Software Inc.,2014.0,1,0.0,0.0,stegersaurussoftwareinc.
Stegosoft Games,2016.0,1,0.0,0.0,stegosoftgames
Stein Bock Games,2017.0,1,0.0,0.0,steinbockgames
Stellar Circle,2016.0,2,0.0,0.0,stellarcircle
Stellar Jay Studios,2015.0,2,0.0,0.0,stellarjaystudios
"Stellar Jockeys,Gausswerks",2016.0,2,0.0,0.0,"stellarjockeys,gausswerks"
"Stenner Studios,Killbox Graphics",2016.0,1,0.0,0.0,"stennerstudios,killboxgraphics"
"Stenner Studios,Killbox Graphics",2017.0,3,0.0,0.0,"stennerstudios,killboxgraphics"
Step Dad Productions,2014.0,1,0.0,0.0,stepdadproductions
Stepanov Dmitriy,2016.0,1,0.0,0.0,stepanovdmitriy
Stephane Bottin,2015.0,1,1.0,100.0,stephanebottin
"Stephane Graziano,Franck Graziano,Mathieu Lamarche",2015.0,2,0.0,0.0,"stephanegraziano,franckgraziano,mathieulamarche"
"Stephane Valverde,Leslie Valverde",2014.0,1,0.0,0.0,"stephanevalverde,leslievalverde"
"Stephane Valverde,Leslie Valverde",2016.0,1,0.0,0.0,"stephanevalverde,leslievalverde"
Stephen Crabb,2015.0,1,0.0,0.0,stephencrabb
Stephen Lawrence Clark,2015.0,1,0.0,0.0,stephenlawrenceclark
Stephen Lawrence Clark,2018.0,1,0.0,0.0,stephenlawrenceclark
Stephen Wu,2017.0,1,0.0,0.0,stephenwu
StephenAllen,2013.0,1,0.0,0.0,stephenallen
Stereo7 Games,2015.0,1,0.0,0.0,stereo7games
Stereo7 Games,2016.0,1,0.0,0.0,stereo7games
Stereo7 Games,2017.0,2,0.0,0.0,stereo7games
Steve Antoniadis,2017.0,1,1.0,100.0,steveantoniadis
Steve Fox,2016.0,1,0.0,0.0,stevefox
Steve Gabry,2016.0,2,0.0,0.0,stevegabry
Steve Gal,2016.0,1,0.0,0.0,stevegal
Steve Jarman,2014.0,1,0.0,0.0,stevejarman
Steve Jarman,2016.0,1,0.0,0.0,stevejarman
Stevemata,2017.0,1,0.0,0.0,stevemata
Steven Colling,2016.0,1,0.0,0.0,stevencolling
Steven Mildenhall,2017.0,1,0.0,0.0,stevenmildenhall
Steven Taylor,2017.0,1,1.0,100.0,steventaylor
StevenHarmonGames,2016.0,1,1.0,100.0,stevenharmongames
StevenHarmonGames,2017.0,1,1.0,100.0,stevenharmongames
Stickmen Studios,2010.0,1,0.0,0.0,stickmenstudios
Sticky Studios,2017.0,1,0.0,0.0,stickystudios
Stijn Van Cauter,2016.0,2,1.0,50.0,stijnvancauter
"Stijn Van Coillie,Tracy Baeckelandt",2016.0,1,0.0,0.0,"stijnvancoillie,tracybaeckelandt"
Still Games,2015.0,2,0.0,0.0,stillgames
Still Running,2015.0,2,0.0,0.0,stillrunning
Still Running,2017.0,1,0.0,0.0,stillrunning
Stirfire Studios,2014.0,1,0.0,0.0,stirfirestudios
Stitch Media,2017.0,9,1.0,11.11,stitchmedia
Stoic,2013.0,5,1.0,20.0,stoic
Stoic,2014.0,3,0.0,0.0,stoic
Stoic,2016.0,2,0.0,0.0,stoic
Stolen Couch Games,2014.0,1,0.0,0.0,stolencouchgames
Stolen Couch Games,2015.0,4,2.0,50.0,stolencouchgames
Stolen Couch Games,2016.0,2,1.0,50.0,stolencouchgames
Stolen Couch Games,2017.0,2,1.0,50.0,stolencouchgames
Stolpskott Studios,2017.0,1,0.0,0.0,stolpskottstudios
Stone Blade Entertainment,2016.0,1,1.0,100.0,stonebladeentertainment
Stone Monkey Studios,2015.0,2,0.0,0.0,stonemonkeystudios
Stone Pixel Games LLC,2015.0,1,0.0,0.0,stonepixelgamesllc
"Stone Pixel Games, LLC.",2016.0,1,0.0,0.0,"stonepixelgames,llc."
Stonehill Games,2016.0,1,0.0,0.0,stonehillgames
Stonehill Games,2017.0,1,0.0,0.0,stonehillgames
Stoneworks Games,2015.0,1,0.0,0.0,stoneworksgames
"Storia,Narrator,SimonCreative",2017.0,1,0.0,0.0,"storia,narrator,simoncreative"
"Storia,SimonCreative",2017.0,1,0.0,0.0,"storia,simoncreative"
"Storm Isle Productions,Longshot Studios LLC,Polywickstudio",2016.0,1,0.0,0.0,"stormisleproductions,longshotstudiosllc,polywickstudio"
Storm Sharks,2016.0,1,1.0,100.0,stormsharks
Storm Sharks Production,2016.0,2,1.0,50.0,stormsharksproduction
Storm in a Teacup,2015.0,1,0.0,0.0,storminateacup
Storm in a Teacup,2016.0,1,0.0,0.0,storminateacup
StormBrewers,2017.0,1,1.0,100.0,stormbrewers
StormCube Games,2016.0,2,0.0,0.0,stormcubegames
Stormcloud Games,2017.0,1,0.0,0.0,stormcloudgames
Stormlord Games,2016.0,1,0.0,0.0,stormlordgames
Stormregion,2009.0,1,0.0,0.0,stormregion
"Stormregion,THQ Nordic",2004.0,1,0.0,0.0,"stormregion,thqnordic"
"Stormregion,THQ Nordic",2005.0,1,0.0,0.0,"stormregion,thqnordic"
"Stormregion,THQ Nordic",2016.0,1,0.0,0.0,"stormregion,thqnordic"
Stormtide,2016.0,1,0.0,0.0,stormtide
Storybird,2013.0,1,0.0,0.0,storybird
Storybird,2015.0,2,0.0,0.0,storybird
"Storybird,Julien Rocca",2017.0,1,0.0,0.0,"storybird,julienrocca"
Storycentric Worlds,2016.0,2,0.0,0.0,storycentricworlds
Stout Games,2011.0,1,0.0,0.0,stoutgames
Straandlooper,2011.0,1,0.0,0.0,straandlooper
Straight Right,2015.0,1,0.0,0.0,straightright
"Stranga,Tommah",2016.0,1,0.0,0.0,"stranga,tommah"
Strange Fire,2015.0,1,0.0,0.0,strangefire
Strange Fire,2016.0,1,0.0,0.0,strangefire
Strange Loop Games,2012.0,1,0.0,0.0,strangeloopgames
